phylum,class,order,family,genus,species,common name,study sample sex,study sample size,body mass (kg),metabolic rate (W),mass-specific metabolic rate (W/kg),brain size (kg),brain size - method
Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirops,Pseudochirops cupreus,Coppery Ringtail,,5,1.021,,,0.00781144,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Lagorchestes,Lagorchestes hirsutus,Rufous Hare Wallaby,,3,1.05,,,0.00804972,skull filling
Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger mimicus,Southern Common Cuscus,,12,1.473,,,0.0092204,skull filling
Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger carmelitae,Mountain Cuscus,,8,1.754,,,0.00879564,skull filling
Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,Bettongia tropica,Northern Bettong,,2,1.015,,,0.00924112,skull filling
Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,Long-nosed Potoroo,,12,1.283,,,0.00987308,skull filling
Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger vestitus,Stein's Cuscus,,10,1.85,,,0.00988344,skull filling
Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,Bettongia penicillata,Woylie,,9,0.981,,,0.00990416,skull filling
Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger sericeus,Silky Cuscus,,10,1.896,,,0.01031856,skull filling
Chordata,Mammalia,Diprotodontia,Phalangeridae,Wyulda,Wyulda squamicaudata,Scaly-tailed Possum,,1,1.5,,,0.0104636,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,Onychogalea lunata,Crescent Nail-tail Wallaby,,3,1.313,,,0.0105672,skull filling
Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,Bettongia lesueur,Boodie,,1,1.105,,,0.010878,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale concinna,0,,1,1.407,,,0.011396,skull filling
Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus vulpecula,Common Brushtail Possum,,16,1.902,,,0.011396,skull filling
Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,Bettongia gaimardi,Southern Bettong,,5,1.273,,,0.0121212,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsulus,Dorcopsulus vanheurni,Small Dorcopsis,,5,1.546,,,0.0122248,skull filling
Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus caninus,Short-eared Brush-tailed Possum,,6,2.515,,,0.0122248,skull filling
Chordata,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,Aepyprymnus rufescens,Rufous Bettong,,3,1.693,,,0.0127428,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Lagorchestes,Lagorchestes leporides,Eastern Hare Wallaby,,3,1.598,,,0.0130536,skull filling
Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger gymnotis,Ground Cuscus,,8,3.264,,,0.013468,skull filling
Chordata,Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,Spilocuscus maculatus,Common Spotted Cuscus,,8,3.127,,,0.0138824,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsulus,Dorcopsulus macleayi,Macleay's Dorcopsis,,2,2.5,,,0.013986,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Setonix,Setonix brachyurus,Quokka,,11,1.931,,,0.0144004,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Lagorchestes,Lagorchestes conspicillatus,Spectacled Hare Wallaby,,2,2.015,,,0.014504,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,Onychogalea fraenata,Bridled Nail-tail Wallaby,,5,3.484,,,0.0152292,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale brachyotis,Western Short-eared Rock Wallaby,,2,2.494,,,0.01554,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis atrata,Black Dorcopsis,,3,6.333,,,0.0173012,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,Onychogalea unguifera,Northern Nail-tail Wallaby,,3,5.242,,,0.0173012,skull filling
Chordata,Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,Spilocuscus rufoniger,Black-spotted Cuscus,,3,6.181,,,0.0174048,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale mareeba,Mareeba Rock Wallaby,,1,3.186,,,0.017612,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale inornata,Unadorned Rock Wallaby,,1,2.262,,,0.017612,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale brunii,Dusky Pademelon,,1,5,,,0.01813,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale assimilis,Allied Rock Wallaby,,2,2.765,,,0.01813,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale stigmatica,Red-legged Pademelon,,3,4.416,,,0.0184408,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale godmani,Godman's Rock Wallaby,,2,3.276,,,0.018648,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale browni,Brown's Pademelon,,9,3.742,,,0.0189588,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus bennettianus,Bennett's Tree Kangaroo,,4,2.078,,,0.019166,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus parma,Parma Wallaby,,6,3.557,,,0.0193732,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale lateralis,Black-flanked Rock Wallaby,,3,3.61,,,0.0198912,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale thetis,Red-necked Pademelon,,3,3.694,,,0.0198912,skull filling
Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,Koala,,20,5.888,,,0.0209272,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis muelleri,Brown Dorcopsis,,4,5.4,,,0.0211344,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis luctuosa,Gray Dorcopsis,,4,7.392,,,0.0213416,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale herberti,Herbert's Rock Wallaby,,5,3.977,,,0.0219632,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale persephone,Proserpine Rock Wallaby,,2,5.732,,,0.022274,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale billardieri,Rufous-bellied Pademelon,,7,3.618,,,0.0228956,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis hageni,White-striped Dorcopsis,,5,6.43,,,0.02331,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale xanthopus,Yellow-footed Rock Wallaby,,2,4.65,,,0.023828,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus eugenii,Tammar Wallaby,,3,4.425,,,0.0245532,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale penicillata,Brush-tailed Rock Wallaby,,10,5.99,,,0.0247604,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus irma,Western Brush Wallaby,,5,4.684,,,0.0255892,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus greyi,Toolache Wallaby,,1,9.016,,,0.0259,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus lumholtzi,Lumholtz's Tree Kangaroo,,3,4.366,,,0.0271432,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus ursinus,Ursine Tree Kangaroo,,2,5.009,,,0.0272468,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus matschiei,Huon Tree Kangaroo,,1,4.16,,,0.02849,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus goodfellowi,Goodfellow's Tree Kangaroo,,7,5.968,,,0.0294224,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus spadix,Lowlands Tree Kangaroo,,1,4.947,,,0.029526,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus scottae,Tenkile,,3,8.666,,,0.0302512,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus dorsalis,Black-striped Wallaby,,6,8.728,,,0.0302512,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus inustus,Grizzled Tree Kangaroo,,5,10.119,,,0.0311836,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus dorianus,Doria's Tree Kangaroo,,7,7.879,,,0.0334628,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,Wallabia bicolor,Swamp Wallaby,,6,8.949,,,0.0340844,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus agilis,Agile Wallaby,,10,14.066,,,0.0344988,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus rufogriseus,Red-necked Wallaby,,14,12.09,,,0.037296,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus parryi,Whiptail Wallaby,,3,15.194,,,0.0427868,skull filling
Chordata,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,Lasiorhinus latifrons,Southern Hairy-nosed Wombat,,9,19.264,,,0.057498,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus antilopinus,Antilopine Wallaroo,,3,31.286,,,0.0588448,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus fuliginosus,Western Grey Kangaroo,,1,31.04,,,0.060088,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus robustus,Common Wallaroo,,6,35.54,,,0.061124,skull filling
Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,Vombatus ursinus,Bare-nosed Wombat,,18,27.192,,,0.061124,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus rufus,Red Kangaroo,,8,44.841,,,0.0646464,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus giganteus,Eastern Grey Kangaroo,,2,38.977,,,0.0723128,skull filling
Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,Southern Monito del Monte,,2,0.0214,,,0.00083916,skull filling
Chordata,Mammalia,Notoryctemorphia,Notoryctidae,Notoryctes,Notoryctes caurinus,Kakarratul,,2,0.055,,,0.00080808,skull filling
Chordata,Mammalia,Paucituberculata,Caenolestidae,Rhyncholestes,Rhyncholestes raphanurus,Chilean Shrew Opossum,,1,0.02,,,0.0006734,skull filling
Chordata,Mammalia,Paucituberculata,Caenolestidae,Caenolestes,Caenolestes fuliginosus,Silky Shrew Opossum,,1,0.0179,,,0.00070448,skull filling
Chordata,Mammalia,Peramelemorphia,Chaeropodidae,Chaeropus,Chaeropus ecaudatus,Pig-footed Bandicoot,,1,0.327,,,0.0024864,skull filling
Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,Perameles bougainville,Western Barred Bandicoot,,7,0.457,,,0.00332556,skull filling
Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,Echymipera kalubu,Common Echymipera,,18,0.697,,,0.00380212,skull filling
Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,Echymipera rufescens,Long-nosed Echymipera,,12,0.798,,,0.00386428,skull filling
Chordata,Mammalia,Peramelemorphia,Peramelidae,Microperoryctes,Microperoryctes longicauda,Long-tailed Bandicoot,,14,0.479,,,0.00394716,skull filling
Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,Macrotis leucura,Lesser Bilby,,1,0.877,,,0.0044548,skull filling
Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,Isoodon macrourus,Northern Brown Bandicoot,,34,0.822,,,0.00457912,skull filling
Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,Echymipera clara,Clara's Echymipera,,8,1.207,,,0.00464128,skull filling
Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,Perameles gunnii,Eastern Barred Bandicoot,,3,1.002,,,0.004662,skull filling
Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,Perameles nasuta,Long-nosed Bandicoot,,12,0.96,,,0.00513856,skull filling
Chordata,Mammalia,Peramelemorphia,Peramelidae,Peroryctes,Peroryctes raffrayana,Raffray's Bandicoot,,9,0.977,,,0.00655788,skull filling
Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,Macrotis lagotis,Greater Bilby,,11,1.859,,,0.00680652,skull filling
Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus wilhelmina,Black-tailed Dasyure,,2,0.0182,,,0.00080808,skull filling
Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,Isoodon obesulus,Southern Brown Bandicoot,,11,0.691,,,0.00403004,skull filling
Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosa,Marmosa mitis,0,,1,0.0505,,,0.0007252,skull filling
Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,Petauroides volans,Greater Glider,,3,0.631,,,0.00521108,skull filling
Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale venusta,0,,1,2.127,,,0.017094,skull filling
Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,Pseudocheirus occidentalis,Western Ring-tailed Possum,,3,0.759,,,0.00578088,skull filling
Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus fuliginosus,Tasmanian Brush-tailed Possum,,1,3.492,,,0.012432,skull filling
Chordata,Mammalia,Eulipotyphla,Solenodontidae,Solenodon,Solenodon paradoxus,Hispaniolan Solenodon,,1,0.9,,,0.00467,
Chordata,Mammalia,Afrosoricida,Tenrecidae,Tenrec,Tenrec ecaudatus,Tailless Tenrec,,1,0.832,,,0.00257,
Chordata,Mammalia,Afrosoricida,Tenrecidae,Setifer,Setifer setosus,Greater Hedgehog Tenrec,,1,0.248,,,0.00151,
Chordata,Mammalia,Afrosoricida,Tenrecidae,Hemicentetes,Hemicentetes semispinosus,Lowland Streaked Tenrec,,1,0.11,,,0.00083,
Chordata,Mammalia,Afrosoricida,Tenrecidae,Echinops,Echinops telfairi,Lesser Hedgehog Tenrec,,1,0.0875,,,0.00062,
Chordata,Mammalia,Afrosoricida,Tenrecidae,Oryzorictes,Oryzorictes hova,Hova Rice Tenrec,,1,0.0442,,,0.00058,
Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale cowani,Cowan's Shrew Tenrec,,1,0.0152,,,0.00042,
Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale dobsoni,Dobson's Shrew Tenrec,,1,0.0326,,,0.00056,
Chordata,Mammalia,Afrosoricida,Tenrecidae,Limnogale,Limnogale mergulus,Web-footed Tenrec,,1,0.092,,,0.00115,
Chordata,Mammalia,Afrosoricida,Tenrecidae,Potamogale,Potamogale velox,Giant Ottershrew,,1,0.66,,,0.0041,
Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,Erinaceus europaeus,Common Hedgehog,,1,0.86,,,0.00335,
Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex minutus,Eurasian Pygmy Shrew,,1,0.0053,,,1.00E-04,
Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex araneus,Common Shrew,,1,0.0103,,,2.00E-04,
Chordata,Mammalia,Eulipotyphla,Soricidae,Blarina,Blarina brevicauda,Northern Short-tailed Shrew,,1,0.0185,,,0.00037,
Chordata,Mammalia,Eulipotyphla,Soricidae,Neomys,Neomys fodiens,Eurasian Water Shrew,,1,0.0152,,,0.00032,
Chordata,Mammalia,Eulipotyphla,Soricidae,Sylvisorex,Sylvisorex megalura,Climbing Shrew,,1,0.0053,,,0.00015,
Chordata,Mammalia,Eulipotyphla,Soricidae,Sylvisorex,Sylvisorex lunaris,crescent shrew,,1,0.0185,,,0.00034,
Chordata,Mammalia,Eulipotyphla,Soricidae,Suncus,Suncus murinus,Asian House Shrew,,1,0.0355,,,0.00038,
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura hildegardeae,Hildegarde's Shrew,,1,0.0106,,,0.00022,
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura russula,Greater White-toothed Shrew,,1,0.011,,,0.00019,
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura niobe,Niobe's Shrew,,1,0.0115,,,0.00028,
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura jacksoni,Jackson's Shrew,,1,0.0126,,,0.00025,
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura occidenlalis,0,,1,0.028,,,0.00044,
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura giffardi,0,,1,0.082,,,0.00055,
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura pyrenaicus,0,,1,0.0575,,,0.00133,
Chordata,Mammalia,Soricomorpha,Talpidae,Desmana,Desmana moschata,Russian Desman,,1,0.44,,,0.004,
Chordata,Mammalia,Eulipotyphla,Talpidae,Talpa,Talpa europaea,European Mole,,1,0.076,,,0.00102,
Chordata,Mammalia,Eulipotyphla,Talpidae,Scalopus,Scalopus aquaticus,Eastern Mole,,1,0.0396,,,0.00116,
Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,Chrysochloris asiatica,Cape Golden Mole,,1,0.049,,,7.00E-04,
Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,Chrysochloris stuhlmanni,Stuhlmann's Golden Mole,,1,0.0398,,,0.00074,
Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus fuscipes,Dusky-footed Sengi,,1,0.057,,,0.00133,
Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,Rhynchocyon stuhlmanni,White-tailed Sengi,,1,0.49,,,0.0061,
Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia javanica,Horsfield's Treeshrew,,1,0.105,,,0.00255,
Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia glis,Common Treeshrew,,1,0.15,,,0.00315,
Chordata,Mammalia,Scandentia,Tupaiidae,Urogale,Urogale everetti,Mindanao Treeshrew,,1,0.275,,,0.00428,
Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus medius,Western Fat-tailed Dwarf Lemur,,1,0.177,,,0.00314,
Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,Geoffroy's Dwarf Lemur,,1,0.45,,,0.0068,
Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus murinus,Grey Mouse Lemur,,1,0.054,,,0.00178,
Chordata,Mammalia,Primates,Lemuridae,Prolemur,Prolemur simus,Greater Bamboo Lemur,,1,1.3,,,0.00953,
Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur ruficaudatus,Red-tailed Sportive Lemur,,1,0.915,,,0.0076,
Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur fulvus,Common Brown Lemur,,1,1.4,,,0.0233,
Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur albifrons,White-fronted Brown Lemur,,1,1.54,,,0.0223,
Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur rufiventer,0,,1,1.4,,,0.0266,
Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur mongoz,Mongoose Lemur,,1,1.6,,,0.0241,
Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur catta,0,,1,1.96,,,0.022,
Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur macaco,Black Lemur,,1,2.04,,,0.0235,
Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur variegatus,0,,1,3,,,0.0315,
Chordata,Mammalia,Primates,Indriidae,Avahi,Avahi occidentalis,Lorenz Von Liburnau’s Woolly Lemur,,1,0.86,,,0.00967,
Chordata,Mammalia,Primates,Indriidae,Avahi,Avahi laniger,Gmelin's Woolly Lemur,,1,1.27,,,0.01145,
Chordata,Mammalia,Primates,Indriidae,Propithecus,Propithecus coquereli,Coquerel's Sifaka,,1,3.48,,,0.0267,
Chordata,Mammalia,Primates,Indriidae,Indri,Indri indri,billygoat weed,,1,6.25,,,0.0383,
Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Aye-aye,,1,2.8,,,0.04515,
Chordata,Mammalia,Primates,Lorisidae,Loris,Loris tardigradus,Red Slender Loris,,1,0.322,,,0.0066,
Chordata,Mammalia,Primates,Lorisidae,Nycticebus,Nycticebus coucang,Sunda Slow Loris,,1,0.6,,,0.0125,
Chordata,Mammalia,Primates,Lorisidae,Perodicticus,Perodicticus potto,East African Potto,,1,1.15,,,0.014,
Chordata,Mammalia,Primates,Galagidae,Galagoides,Galagoides demidovii,Demidoff's Dwarf Galago,,1,0.081,,,0.00338,
Chordata,Mammalia,Primates,Galagidae,Galagoides,Galagoides senegalensis,0,,1,0.186,,,0.0048,
Chordata,Mammalia,Primates,Galagidae,Galagoides,Galagoides crassicaudatus,0,,1,0.85,,,0.0103,
Chordata,Mammalia,Primates,Tarsiidae,Carlito,Carlito syrichta,Philippine Tarsier,,1,0.0875,,,0.00363,
Chordata,Mammalia,Primates,Tarsiidae,Tarsius,Tarsius spectrum,Gursky's Spectral Tarsier,,1,0.17,,,0.00465,
Chordata,Mammalia,Chiroptera,Phyllostomatidae,Artibeus,Artibeus jamaicensis,Jamaican Fruit-eating Bat,,1,0.0375,,,0.00093,brain weighed
Chordata,Mammalia,Chiroptera,Phyllostomatidae,Artibeus,Artibeus lituratus,Great Fruit-eating Bat,,1,0.0587,,,0.00105,brain weighed
Chordata,Mammalia,Chiroptera,Phyllostomatidae,Carollia,Carollia perspicillata,Seba's Short-tailed Bat,,1,0.016,,,0.00047,brain weighed
Chordata,Mammalia,Chiroptera,Pteropidae,Casinycteris,Casinycteris argynnis,Short-palated fruit bat,,1,0.0405,,,0.00092,brain weighed
Chordata,Mammalia,Chiroptera,Pteropidae,Cynopterus,Cynopterus brachyotis,Lesser Short-nosed Fruit Bat,,1,0.029,,,0.00088,brain weighed
Chordata,Mammalia,Chiroptera,Pteropidae,Cynopterus,Cynopterus horsfieldi,Horsfield’s Fruit Bat,,1,0.053,,,0.00123,brain weighed
Chordata,Mammalia,Chiroptera,Desmodontidae,Diaemus,Diaemus youngi,White-winged Vampire Bat,,1,0.0346,,,0.00097,brain weighed
Chordata,Mammalia,Chiroptera,Desmodontidae,Diaemus,Diaemus rotundus,0,,1,0.03,,,0.00086,brain weighed
Chordata,Mammalia,Chiroptera,Pteropidae,Eonycteris,Eonycteris spelea,0,,1,0.05,,,0.00118,brain weighed
Chordata,Mammalia,Chiroptera,Phyllostomatidae,Glossophaga,Glossophaga soricina,Pallas's Long-tongued Bat,,1,0.0112,,,0.00039,brain weighed
Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros bicolor,Dusky Roundleaf Bat,,1,0.0084,,,0.00024,brain weighed
Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros caffer,0,,1,0.0107,,,0.00032,brain weighed
Chordata,Mammalia,Chiroptera,Pteropidae,Hypsignathus,Hypsignathus monstrosus,Hammer-headed Fruit Bat,,1,0.34,,,0.0034,brain weighed
Chordata,Mammalia,Chiroptera,Phyllostomatidae,Leptonycteris,Leptonycteris curasoae,Lesser Long-nosed Bat,,1,0.0245,,,0.00055,brain weighed
Chordata,Mammalia,Chiroptera,Phyllostomatidae,Mimon,Mimon crenulatum,striped hairy-nosed bat,,1,0.0148,,,0.00034,brain weighed
Chordata,Mammalia,Chiroptera,Phyllostomatidae,Mormoops,Mormoops megalophylla,Ghost-faced Bat,,1,0.0156,,,0.00042,brain weighed
Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis bechsteini,Bechstein's bat,,1,0.0075,,,0.000265,brain weighed
Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis bocagei,Rufous mouse-eared bat,,1,0.0076,,,0.00021,brain weighed
Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis dasycneme,pond bat,,1,0.015,,,0.00031,brain weighed
Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis daubentoni,Daubenton's bat,,1,0.007,,,0.00023,brain weighed
